AAPL
HBHC
TCB
MTX
NKTR
DW
CPHD
GLPG
FULT
CCO
HNI
VA
SPN
GNRC
CATY
CREE
CHDN
VLY
SIR
ESNT
CC
PODD
CAKE
IDCC
LPNT
ROIC
TCBI
FNSR
EGP
CRTO
INOV
VC
GEF
GEF/B
KATE
FI
BGCP
FUL
NRF
MTZ
ENTG
RDUS
FCFS
CACI
TR
IOC
ORA
VSTO
AWI
FSIC
FFIN
NGHC
KRG
WAFD
WRE
SLAB
THC
EVER
MDRX
ZNGA
UFS
GNW
NSAM
FIVE
MFRM
SJI
KOS
ELP
MDP
DAR
BXS
WAGE
HOPE
INCR
CUZ
FLTX
SIGI
MTSI
MEG
CRZO
STL
CBL
PCTY
CNV
PSTG
CVLT
WWW
ESL
SAM
JJSF
AVX
UNFI
GMED
NEOG
ACIW
FCS
HL
GBCI
LXK
FIZZ
NORD
KNX
KMT
VIRT
RXN
WTS
MFS
ESV
ALGT
B
UFPI
DO
LOGM
HTH
DNOW
CHE
VRNT
DORM
LGND
BCPC
BID
BIG
MTDR
BLMN
BYD
HSNI
ALX
AMBA
EFII
AMKR
PEN
SFUN
CDE
SAFM
TNH
MSA
ABM
IILG
SSD
MOG/A
MOG/B
AXE
OMI
TPH
MLHR
PEB
PGND
PAH
DBD
DPLO
SHOO
NOMD
LAD
CALM
AB
GCP
CBU
MLNX
LITE
CLNY
LC
TMHC
DAN
NYT
IMAX
VAC
PEGI
VSH
DRQ
KBR
PRTY
GWPH
TTEK
PLNT
JBT
SSTK
LTC
PBF
DDS
ICUI
SPH
ACXM
WBMD
ITRI
ASGN
WLL
RP
SYNA
PKY
DRH
DECK
HI
DOOR
AAT
ODP
HUBS
MATW
CATM
GLNG
GWB
FNGN
PEGA
MLI
EVR
ALEX
EXAS
APFH
CVA
SANM
CFFN
MWA
CZZ
IBOC
GPRO
JOBS
LOPE
KLXI
DSW
CPE
SUM
HMHC
SNCR
ARIA
FIG
HQY
DM
PLAY
WSTC
MSTR
GVA
CNS
NGL
HAE
APAM
HEP
MGEE
IRWD
TRMK
KMPR
CVBF
GK
CHMT
NEWR
COLB
ONB
ABY
FGP
CEB
REV
ROLL
AIT
HAWK
SIMO
FCN
CXW
NTGR
EBIX
STAG
EE
HMSY
NGVT
PBYI
PAY
SSB
ATI
SCTY
OZM
CTB
TERP
CYBR
SMTC
CMCM
NVAX
EEQ
OPHT
MNRO
BLUE
VIAV
LMCA
LMCK
VLRS
TREX
BCO
LXFT
RMP
MAIN
HIMX
MATX
AAN
SCOR
XHR
AEIS
OAS
FELE
WIX
PRTA
ROVI
BOX
CORE
ONCE
IVR
CMC
IPXL
SCS
TLN
IPHI
MORE
PAM
HMY
KS
ITCI
GATX
AHS
EXLS
ENV
AZZ
PEI
TVPT
EGBN
STMP
CPS
SCAI
POWI
WDFC
CRS
GOV
PLT
HYH
AYR
AGII
ABCO
SFLY
NOAH
DGI
DBVT
PLCM
BRC
SBRA
TWOU
DDD
CACQ
WERN
CHS
NWN
HLI
NXST
USNA
AMED
SMLP
OLLI
FFG
CCOI
TGI
SEMG
RNG
TSRA
FET
WWE
OMAM
SOHU
FMBI
HTLD
NYRT
NWBI
SCL
AXON
SEM
RDC
OIS
FBC
AF
BITA
ALDR
SWC
RMBS
PCH
ETSY
NSM
LTRPB
LTRPA
GIMO
AEL
LOCK
PLXS
FCB
GEO
FDML
DF
MANT
SWHC
ISCA
EGOV
ARLP
KALU
AAON
RPT
WDR
NNI
PLCE
HCM
SFNC
SVU
NH
UCBI
CHSP
ASNA
ZLTQ
AHGP
REXR
LADR
GIII
EVH
FMSA
SITE
WNS
IMPV
NXTM
EDE
RNST
BANR
CWT
TOWN
BLDR
TNET
PRAA
SKYW
LXRX
CMCT
LTXB
SSW
FN
DYN
PRLB
HMN
GSM
PCRX
AWR
BFS
MC
SSP
CEQP
HUBG
CSGS
MTH
IOSP
PRGS
KFY
DIN
PFS
COKE
AMWD
GNL
ATU
MYGN
JOE
SHLD
SPWR
NSP
TIME
VNOM
FWRD
SRG
GNC
TPL
WETF
NE
DV
CSTE
NSR
CPPL
WMK
SCHL
OMCL
INDB
SFL
NBTB
GCI
BOFI
APOG
SFBS
BSFT
AIN
NAVG
CBM
FIBK
TASR
HURN
AGIO
GLOB
TBPH
ORBK
RH
BMCH
UVV
CVT
MGLN
AINV
CBF
QUAD
IIVI
AIRM
MRC
WAIR
TTEC
FGL
ASTE
TPRE
NP
FOSL
YDKN
OTTR
FFBC
MINI
CYS
ININ
KWR
GES
BABY
CHRS
AAAP
OB
BLD
AXL
SONC
HW
EXPO
LZB
BNCN
MSGN
CLF
WABC
LQ
MEI
GPI
OSIS
CUB
KBH
BLOX
KNL
SRPT
DEPO
YRD
AJRD
ALRM
HALO
DNR
SYKE
CYOU
MXL
SHAK
MDC
BETR
INFN
EVTC
AVG
SHEN
MDR
CENT
CENTA
AGRO
PZE
KCG
VCO
WMS
VG
QLYS
WSBC
FLOW
PFSI
NEP
TRNO
KN
CUDA
FCPT
OCLR
FPRX
IRCP
KANG
CNSL
KAMN
INVA
THRM
SPTN
ABCB
KRNY
HOLI
CYH
SWM
CYNO
ABG
CCMP
MEDP
INN
CVI
SCSS
OPB
EGHT
ROCK
UBSH
WNRL
BNFT
BKE
TOUR
BHE
OXM
PTLA
ESE
PENN
NPO
LCI
SAGE
SEAS
TNC
MCRN
INGN
AMSF
PLKI
TPC
BNCL
GMLP
MUX
XLRN
LABL
TILE
BEL
CWEI
ANF
RGR
DERM
SPSC
CEMP
LORL
NAV
WSFS
EIGI
TRTN
SCWX
ADC
SSYS
TGP
KRA
CNMD
GDOT
CALD
QTWO
ATRO
AXDX
FRO
ATKR
TREE
GLOG
ALOG
EGL
BLX
MPSX
ARI
FOE
FGEN
ACOR
BANC
ABAX
TIVO
STC
RWT
QUOT
ACHN
ACCO
UFCS
FRME
YIN
CAFD
TSLX
UEIC
CNNX
NSIT
IRS
SXI
ELY
OEC
IBP
EBS
TTMI
SUPN
MPG
MMSI
FBP
MBI
BPFH
CPAC
DK
GRAM
IRBT
FIX
JRVR
ANDE
SMCI
BANF
EPE
CLW
CAL
TROX
HASI
NCS
SPNC
VNET
RGEN
NSH
GOGO
IPAR
ATNI
HF
INSY
VDTH
DIOD
PMT
AKS
CVGW
SMP
HTGC
MGNX
SAFT
GBDC
KRO
PRIM
BCC
SNR
CKH
PAHC
SUPV
GCO
ARCO
ROG
GKOS
MHLD
PATK
GMS
HQCL
STBA
ELGX
FINL
MMI
AIR
EIG
TGS
STFC
CIR
CVRR
EPAY
MNR
MYCC
ENSG
GLT
HRI
CPK
ECOL
SGRY
PGEM
BGNE
TSL
MTOR
APOL
BMI
AAWW
CMO
XXIA
CVCO
EROS
FOLD
DLTH
SFS
BJRI
GTLS
IPCC
FCH
CRAY
CODI
TBI
GPRE
ADPT
EGRX
NCMI
NCI
GBX
OIBR/C
ETH
ADRO
VHI
RUSHA
RUSHB
MIME
CLLS
TISI
CATO
BH
RRMS
USAC
FTAI
MRCY
MITL
LMNX
QIWI
FCF
SCSC
HWAY
GBL
EXPR
KND
HOME
SRCE
FSC
RSTI
NAT
ADTN
HTLF
NMFC
GHDX
CZR
LKFN
FTK
CLVS
WEB
APLP
WING
CBB
UNT
FWP
RAVN
CBPX
CRESY
OUTR
BUSE
STON
TRS
CTRE
WNC
BRKS
SJW
KLIC
HIBB
MNTA
ECR
UBP
UBA
CSFL
SAAS
BHLB
VTTI
SLRC
TYPE
AC
CAPL
ATSG
CFNL
DEL
UVE
SBSI
HY
VASC
HAFC
NXEOU
PJT
SGYP
HSTM
WIN
AVH
BRKL
IIJI
PBFX
UHT
STNG
STBZ
BKS
HLX
TDOC
LDL
ATRI
TTS
BGG
BW
MTSC
ZPIN
FNFV
EBSB
BATRA
BATRK
TCPC
AMPH
HCLP
SPXC
SNHY
FIVN
XNCR
CSTM
NTRI
MMYT
IBTX
WD
PHH
VECO
INSM
HIFR
CSII
OFIX
AMBC
VRTV
VIVO
ARR
IPHS
ICFI
TRUE
GTN
GTN/A
HT
AMAG
MDXG
HSC
WIRE
BGC
DENN
EDN
GLRE
LGIH
USPH
CPF
AROC
GFF
IRET
GTY
PMC
USCR
VRNS
AVXS
ARII
MTGE
FSS
GTT
TCAP
NXEO
BOBE
GSBD
CKEC
VRTU
IMKTA
MGRC
JMEI
SHLM
CLDT
SAH
SGMS
FOXF
LNN
ECHO
SAIA
WBAI
NFBK
TOO
TIER
STAR
RIGP
PACB
CRVL
VDSI
CHCO
SUP
RPD
CSIQ
ITGR
SASR
RMAX
FORM
TEDU
PPBI
ALG
FORR
PTNR
LSCC
CCC
EHIC
BPMC
AIMC
WK
GOL
KELYB
KELYA
OSG
TRK
ORIT
NLS
FMI
CUBI
ESND
PRFT
ATTO
VVI
QSII
NSA
SSNI
PLOW
IRDM
NEWM
AGX
BZUN
WASH
SYBT
MRTN
MB
MMLP
RATE
ORBC
ISLE
NTLA
NWLI
SEDG
INVN
ANIK
ALDW
MG
UBNK
PCCC
VRTS
TLND
EVC
NMBL
GLOP
QDEL
PNK
ENT
HRTX
NVCR
ANIP
CPLA
TLRD
AIXG
DEA
TLP
FRGI
PJC
TRST
UAN
KOP
CIVI
DCOM
INTL
ELNK
MGPI
GLBL
PRSC
RRGB
KTWO
VNDA
SBCF
MN
SPNS
INST
NX
RBCAA
MTW
UTEK
SXCP
VSI
MDCA
INO
CEVA
SBY
ERI
FFIC
DKL
NYMT
ATEN
GHL
RCII
CMRE
PLAB
NK
MCS
TPIC
KODK
PLUS
AEGN
AHT
NPTN
WTW
CERS
LHCG
WGO
CDR
HMST
ZIOP
GBT
ARA
DHIL
NATL
PTXP
CTBI
CASS
WLKP
BKCC
IIIN
FTD
TG
CTS
CHUBK
CHUBA
TRNC
NRE
ERII
RUN
NBHC
EPIQ
AMRI
DSKY
EVA
CROX
RENN
EFSC
NEO
ASPS
CHGG
AIMT
RMR
RPTP
APPF
TCBK
UVSP
THR
NPK
PI
AMCC
BRSS
ANGO
AMRN
ANGI
PRO
LOXO
FLWS
NR
RESI
VRA
LBAI
RGS
FPO
DTSI
JBSS
CBZ
CLNE
FELP
MTRN
GPP
FORTY
RDWR
KAI
ACET
RTRX
SODA
SNOW
EDIT
LE
CORT
PGTI
EMCI
WVE
MACK
NOVT
GSBC
ITRN
CINR
ALJ
MYOK
FLML
MSFG
AVAV
BOJA
JKS
SN
TTI
OME
MHO
AFI
PNNT
AEPI
EZPW
SP
ATRA
HEES
ETM
EFC
IL
MERC
CNOB
ECPG
GABC
CRD/A
CRD/B
SALE
UTL
IQNT
REX
RECN
FARO
HFWA
FRAN
CRY
COBZ
CAMP
GTS
MSEX
SHOR
FARM
RTEC
AERI
HMTV
KEN
CGG
KFRC
MPAA
CENX
BMTC
WLH
TK
STRA
WPT
DANG
MOD
SBR
SRLP
IMOS
AGEN
NYNY
RYAM
ZOES
NTRA
GLP
PZN
ATRC
MZOR
BEAT
DLNG
CASH
CSU
LOCO
UEPS
RPXC
CIE
ANW
KNOP
BNED
CTWS
RFP
OTIC
NANO
SGU
FOR
MOV
PDFS
HZO
ATW
BDGE
SCHN
EXTN
XBKS
RUTH
SCVL
TOWR
FLIC
UIS
FF
OCFC
ITG
XOXO
SCMP
GBLI
LEJU
CSWI
ARRY
NNBR
CHUY
WMIH
GNCMA
OCIP
TRC
SCLN
TWI
THFF
CIA
CISG
INWK
WCIC
TGH
PDLI
TAST
LRN
SRI
WSBF
HMLP
AVD
IMPR
AOSL
MTRX
NEWS
ASND
SEMI
OSUR
WINS
KBAL
ARDX
ICON
ARCB
HONE
OFG
UFI
UAM
CAC
APIC
AHH
AAC
HCKT
OMER
MYRG
CACB
SQBG
NMIH
ANH
LION
ADAP
LOB
HWKN
HAYN
LBIO
BLCM
NRCIA
NRCIB
LPSN
HDP
PFBC
FLXN
EXAR
PKOH
OMN
POWL
VICR
ADXS
PSTB
CTT
XENT
CECO
DMLP
RYI
NC
VLGEA
LDR
ONDK
WMC
NXRT
WHG
XIN
ACRS
MITT
MTL
BCOR
AMID
XTLY
